x_gk25,y_gk25,vuosi,autot
25490715,6682058,2015,370.17857142857144
25490715,6682058,2016,357.32142857142856
25490715,6682058,2017,356.2261904761905
25490715,6682058,2018,358.8452380952381
25490715,6682058,2019,341.4404761904762
25490715,6682058,2020,320.8809523809524
25490715,6682058,2021,310.0595238095238
25490715,6682058,2022,296.54761904761904
25491021,6679686,2015,1029.0357142857142
25491021,6679686,2016,736.9880952380952
25491021,6679686,2017,1071.392857142857
25491021,6679686,2018,1114.5238095238096
25491021,6679686,2019,1108.1904761904761
25491021,6679686,2020,988.2738095238095
25491021,6679686,2021,1091.0833333333333
25491021,6679686,2022,1109.0
25491325,6674234,2015,193.29761904761904
25491325,6674234,2016,188.4404761904762
25491325,6674234,2017,183.83333333333334
25491325,6674234,2018,178.1904761904762
25491325,6674234,2019,156.02380952380952
25491325,6674234,2020,137.8452380952381
25491325,6674234,2021,140.71428571428572
25491325,6674234,2022,143.22619047619048
25491345,6672537,2015,878.3690476190476
25491345,6672537,2016,875.6071428571429
25491345,6672537,2017,895.452380952381
25491345,6672537,2018,841.0714285714286
25491345,6672537,2019,819.5
25491345,6672537,2020,731.8333333333334
25491345,6672537,2021,765.8928571428571
25491345,6672537,2022,761.1666666666666
25491395,6672524,2015,878.3690476190476
25491395,6672524,2016,875.6071428571429
25491395,6672524,2017,895.452380952381
25491395,6672524,2018,841.0714285714286
25491395,6672524,2019,819.5
25491395,6672524,2020,731.8333333333334
25491395,6672524,2021,765.8928571428571
25491395,6672524,2022,761.1666666666666
25491499,6676962,2015,441.9166666666667
25491499,6676962,2016,478.9642857142857
25491499,6676962,2017,457.92857142857144
25491499,6676962,2018,437.20238095238096
25491499,6676962,2019,445.92857142857144
25491499,6676962,2020,385.1190476190476
25491499,6676962,2021,382.89285714285717
25491499,6676962,2022,375.6666666666667
25491594,6679078,2015,141.11904761904762
25491594,6679078,2016,165.96428571428572
25491594,6679078,2017,140.32142857142858
25491594,6679078,2018,142.35714285714286
25491594,6679078,2019,156.51190476190476
25491594,6679078,2020,136.9047619047619
25491594,6679078,2021,108.14285714285714
25491594,6679078,2022,102.03571428571429
25492633,6682137,2015,143.39285714285714
25492633,6682137,2016,158.85714285714286
25492633,6682137,2017,121.21428571428571
25492633,6682137,2018,127.14285714285714
25492633,6682137,2019,126.69047619047619
25492633,6682137,2020,112.14285714285714
25492633,6682137,2021,117.6547619047619
25492633,6682137,2022,119.98809523809524
25493193,6683064,2015,763.3690476190476
25493193,6683064,2016,719.2738095238095
25493193,6683064,2017,759.6666666666666
25493193,6683064,2018,786.4047619047619
25493193,6683064,2019,802.8571428571429
25493193,6683064,2020,738.7619047619048
25493193,6683064,2021,771.2738095238095
25493193,6683064,2022,768.6666666666666
25493551,6675504,2015,67.97619047619048
25493551,6675504,2016,61.38095238095238
25493551,6675504,2017,44.535714285714285
25493551,6675504,2018,51.36904761904762
25493551,6675504,2019,50.642857142857146
25493551,6675504,2020,40.51190476190476
25493551,6675504,2021,39.88095238095238
25493551,6675504,2022,39.785714285714285
25493771,6675892,2015,400.60714285714283
25493771,6675892,2016,416.5238095238095
25493771,6675892,2017,375.0952380952381
25493771,6675892,2018,341.3809523809524
25493771,6675892,2019,358.6547619047619
25493771,6675892,2020,335.6190476190476
25493771,6675892,2021,322.10714285714283
25493771,6675892,2022,341.26190476190476
25494404,6677041,2015,424.01190476190476
25494404,6677041,2016,422.14285714285717
25494404,6677041,2017,365.2857142857143
25494404,6677041,2018,409.5357142857143
25494404,6677041,2019,403.60714285714283
25494404,6677041,2020,381.7142857142857
25494404,6677041,2021,369.1190476190476
25494404,6677041,2022,392.75
25494426,6672169,2015,194.25
25494426,6672169,2016,190.51190476190476
25494426,6672169,2017,173.33333333333334
25494426,6672169,2018,149.72619047619048
25494426,6672169,2019,126.46428571428571
25494426,6672169,2020,120.58333333333333
25494426,6672169,2021,128.36904761904762
25494426,6672169,2022,120.44047619047619
25494579,6672693,2015,689.297619047619
25494579,6672693,2016,694.3214285714286
25494579,6672693,2017,676.3571428571429
25494579,6672693,2018,617.6309523809524
25494579,6672693,2019,619.202380952381
25494579,6672693,2020,565.2261904761905
25494579,6672693,2021,586.5238095238095
25494579,6672693,2022,585.9642857142857
25494895,6677282,2015,503.76190476190476
25494895,6677282,2016,538.0952380952381
25494895,6677282,2017,564.4761904761905
25494895,6677282,2018,547.2738095238095
25494895,6677282,2019,523.6428571428571
25494895,6677282,2020,467.2142857142857
25494895,6677282,2021,446.45238095238096
25494895,6677282,2022,475.0
25495121,6680653,2015,1310.6785714285713
25495121,6680653,2016,1141.392857142857
25495121,6680653,2017,1381.9880952380952
25495121,6680653,2018,1434.4166666666667
25495121,6680653,2019,1475.1309523809523
25495121,6680653,2020,1343.6190476190477
25495121,6680653,2021,1440.0238095238096
25495121,6680653,2022,1408.202380952381
25495193,6673910,2015,41.80952380952381
25495193,6673910,2016,40.726190476190474
25495193,6673910,2017,53.857142857142854
25495193,6673910,2018,62.035714285714285
25495193,6673910,2019,44.785714285714285
25495193,6673910,2020,38.916666666666664
25495193,6673910,2021,38.25
25495193,6673910,2022,38.345238095238095
25495243,6679639,2015,78.05952380952381
25495243,6679639,2016,103.22619047619048
25495243,6679639,2017,76.98809523809524
25495243,6679639,2018,74.01190476190476
25495243,6679639,2019,38.30952380952381
25495243,6679639,2020,34.63095238095238
25495243,6679639,2021,37.86904761904762
25495243,6679639,2022,37.32142857142857
25495293,6677123,2015,78.26190476190476
25495293,6677123,2016,73.80952380952381
25495293,6677123,2017,78.27380952380952
25495293,6677123,2018,74.5
25495293,6677123,2019,80.95238095238095
25495293,6677123,2020,57.80952380952381
25495293,6677123,2021,46.45238095238095
25495293,6677123,2022,75.29761904761905
25495441,6673716,2015,250.03571428571428
25495441,6673716,2016,256.42857142857144
25495441,6673716,2017,160.8095238095238
25495441,6673716,2018,160.8095238095238
25495441,6673716,2019,186.11904761904762
25495441,6673716,2020,198.98809523809524
25495441,6673716,2021,231.22619047619048
25495441,6673716,2022,234.8095238095238
25495605,6678612,2015,176.91666666666666
25495605,6678612,2016,177.1547619047619
25495605,6678612,2017,153.5
25495605,6678612,2018,172.89285714285714
25495605,6678612,2019,174.92857142857142
25495605,6678612,2020,154.20238095238096
25495605,6678612,2021,161.9404761904762
25495605,6678612,2022,161.27380952380952
25495686,6673769,2015,248.88095238095238
25495686,6673769,2016,221.32142857142858
25495686,6673769,2017,255.88095238095238
25495686,6673769,2018,210.75
25495686,6673769,2019,217.29761904761904
25495686,6673769,2020,198.17857142857142
25495686,6673769,2021,145.21428571428572
25495686,6673769,2022,112.36904761904762
25495892,6675426,2015,383.2261904761905
25495892,6675426,2016,402.4404761904762
25495892,6675426,2017,352.54761904761904
25495892,6675426,2018,280.5238095238095
25495892,6675426,2019,325.2857142857143
25495892,6675426,2020,313.23809523809524
25495892,6675426,2021,307.25
25495892,6675426,2022,325.54761904761904
25495967,6676903,2015,229.73809523809524
25495967,6676903,2016,217.79761904761904
25495967,6676903,2017,215.14285714285714
25495967,6676903,2018,215.89285714285714
25495967,6676903,2019,221.29761904761904
25495967,6676903,2020,288.7142857142857
25495967,6676903,2021,281.9166666666667
25495967,6676903,2022,219.63095238095238
25496053,6673778,2015,52.714285714285715
25496053,6673778,2016,57.785714285714285
25496053,6673778,2017,51.857142857142854
25496053,6673778,2018,59.976190476190474
25496053,6673778,2019,58.19047619047619
25496053,6673778,2020,40.13095238095238
25496053,6673778,2021,49.75
25496053,6673778,2022,54.55952380952381
25496088,6673871,2015,364.2738095238095
25496088,6673871,2016,357.1904761904762
25496088,6673871,2017,324.35714285714283
25496088,6673871,2018,304.3333333333333
25496088,6673871,2019,327.7857142857143
25496088,6673871,2020,280.95238095238096
25496088,6673871,2021,274.3095238095238
25496088,6673871,2022,295.9761904761905
25496284,6676911,2015,290.9047619047619
25496284,6676911,2016,341.14285714285717
25496284,6676911,2017,331.4166666666667
25496284,6676911,2018,275.20238095238096
25496284,6676911,2019,301.3095238095238
25496284,6676911,2020,211.14285714285714
25496284,6676911,2021,236.54761904761904
25496284,6676911,2022,263.20238095238096
25496296,6674672,2015,423.64285714285717
25496296,6674672,2016,392.45238095238096
25496296,6674672,2017,393.9404761904762
25496296,6674672,2018,377.5
25496296,6674672,2019,353.60714285714283
25496296,6674672,2020,309.7261904761905
25496296,6674672,2021,286.9166666666667
25496296,6674672,2022,290.5238095238095
25496725,6673058,2015,181.97619047619048
25496725,6673058,2016,181.3154761904762
25496725,6673058,2017,168.04761904761904
25496725,6673058,2018,174.6904761904762
25496725,6673058,2019,172.1904761904762
25496725,6673058,2020,141.77380952380952
25496725,6673058,2021,139.36309523809524
25496725,6673058,2022,136.57738095238096
25496948,6672685,2015,108.20238095238095
25496948,6672685,2016,106.11904761904762
25496948,6672685,2017,99.92857142857143
25496948,6672685,2018,100.79761904761905
25496948,6672685,2019,91.54761904761905
25496948,6672685,2020,92.92857142857143
25496948,6672685,2021,91.57142857142857
25496948,6672685,2022,89.22619047619048
25496993,6676320,2015,517.6785714285714
25496993,6676320,2016,500.42857142857144
25496993,6676320,2017,483.6666666666667
25496993,6676320,2018,508.54761904761904
25496993,6676320,2019,456.85714285714283
25496993,6676320,2020,363.14285714285717
25496993,6676320,2021,382.8095238095238
25496993,6676320,2022,396.2857142857143
25497236,6673707,2015,309.4404761904762
25497236,6673707,2016,321.1309523809524
25497236,6673707,2017,281.6309523809524
25497236,6673707,2018,267.6666666666667
25497236,6673707,2019,237.6547619047619
25497236,6673707,2020,199.0595238095238
25497236,6673707,2021,206.21428571428572
25497236,6673707,2022,228.51190476190476
25497265,6671758,2015,41.75
25497265,6671758,2016,51.73809523809524
25497265,6671758,2017,48.44047619047619
25497265,6671758,2018,48.61904761904762
25497265,6671758,2019,47.154761904761905
25497265,6671758,2020,46.226190476190474
25497265,6671758,2021,45.05952380952381
25497265,6671758,2022,42.29761904761905
25497342,6671558,2015,42.285714285714285
25497342,6671558,2016,33.55952380952381
25497342,6671558,2017,39.48809523809524
25497342,6671558,2018,35.523809523809526
25497342,6671558,2019,30.36904761904762
25497342,6671558,2020,26.345238095238095
25497342,6671558,2021,31.107142857142858
25497342,6671558,2022,24.75
25497378,6671335,2015,30.25
25497378,6671335,2016,29.63095238095238
25497378,6671335,2017,28.154761904761905
25497378,6671335,2018,32.25
25497378,6671335,2019,24.666666666666668
25497378,6671335,2020,24.25
25497378,6671335,2021,22.797619047619047
25497378,6671335,2022,24.607142857142858
25497636,6673784,2015,408.1547619047619
25497636,6673784,2016,393.17857142857144
25497636,6673784,2017,380.7261904761905
25497636,6673784,2018,370.39285714285717
25497636,6673784,2019,380.3809523809524
25497636,6673784,2020,349.8095238095238
25497636,6673784,2021,370.85714285714283
25497636,6673784,2022,298.39285714285717
25497952,6676519,2015,330.0952380952381
25497952,6676519,2016,347.14285714285717
25497952,6676519,2017,329.5357142857143
25497952,6676519,2018,335.82142857142856
25497952,6676519,2019,280.4166666666667
25497952,6676519,2020,260.8690476190476
25497952,6676519,2021,280.9642857142857
25497952,6676519,2022,300.48809523809524
25498187,6683494,2015,946.3809523809524
25498187,6683494,2016,951.1309523809524
25498187,6683494,2017,981.6547619047619
25498187,6683494,2018,962.3452380952381
25498187,6683494,2019,892.1547619047619
25498187,6683494,2020,773.4166666666666
25498187,6683494,2021,840.2261904761905
25498187,6683494,2022,885.0
25498292,6676173,2015,199.03571428571428
25498292,6676173,2016,198.10714285714286
25498292,6676173,2017,198.27380952380952
25498292,6676173,2018,211.86904761904762
25498292,6676173,2019,231.20238095238096
25498292,6676173,2020,209.98809523809524
25498292,6676173,2021,203.6904761904762
25498292,6676173,2022,139.21428571428572
25498365,6676228,2015,0.0
25498365,6676228,2016,0.0
25498365,6676228,2017,0.0
25498365,6676228,2018,0.0
25498365,6676228,2019,0.0
25498365,6676228,2020,0.0
25498365,6676228,2021,0.0
25498365,6676228,2022,0.0
25498451,6683675,2015,364.70238095238096
25498451,6683675,2016,190.70238095238096
25498451,6683675,2017,247.21428571428572
25498451,6683675,2018,249.47619047619048
25498451,6683675,2019,218.32142857142858
25498451,6683675,2020,222.10714285714286
25498451,6683675,2021,238.39285714285714
25498451,6683675,2022,208.22619047619048
25499254,6674809,2015,624.1428571428571
25499254,6674809,2016,613.452380952381
25499254,6674809,2017,567.9642857142857
25499254,6674809,2018,562.6666666666666
25499254,6674809,2019,577.7142857142857
25499254,6674809,2020,589.6428571428571
25499254,6674809,2021,575.75
25499254,6674809,2022,537.0952380952381
25500653,6685458,2015,152.72619047619048
25500653,6685458,2016,140.16666666666666
25500653,6685458,2017,147.1904761904762
25500653,6685458,2018,70.69047619047619
25500653,6685458,2019,166.77380952380952
25500653,6685458,2020,159.33333333333334
25500653,6685458,2021,158.96428571428572
25500653,6685458,2022,157.14285714285714
25501584,6685407,2015,154.91666666666666
25501584,6685407,2016,195.0595238095238
25501584,6685407,2017,165.5
25501584,6685407,2018,163.70238095238096
25501584,6685407,2019,164.22619047619048
25501584,6685407,2020,162.28571428571428
25501584,6685407,2021,167.07142857142858
25501584,6685407,2022,168.23809523809524
25504251,6684609,2015,180.79761904761904
25504251,6684609,2016,187.27380952380952
25504251,6684609,2017,186.67857142857142
25504251,6684609,2018,181.72619047619048
25504251,6684609,2019,183.02380952380952
25504251,6684609,2020,176.77380952380952
25504251,6684609,2021,205.28571428571428
25504251,6684609,2022,180.5952380952381
25504666,6682350,2015,221.29761904761904
25504666,6682350,2016,248.26190476190476
25504666,6682350,2017,258.4047619047619
25504666,6682350,2018,262.10714285714283
25504666,6682350,2019,259.0833333333333
25504666,6682350,2020,224.6904761904762
25504666,6682350,2021,238.32142857142858
25504666,6682350,2022,236.33333333333334
25504732,6684363,2015,680.5238095238095
25504732,6684363,2016,685.0952380952381
25504732,6684363,2017,694.6666666666666
25504732,6684363,2018,697.7619047619048
25504732,6684363,2019,720.8333333333334
25504732,6684363,2020,660.9642857142857
25504732,6684363,2021,676.952380952381
25504732,6684363,2022,635.2261904761905
25505936,6680849,2015,136.01190476190476
25505936,6680849,2016,153.1904761904762
25505936,6680849,2017,145.0952380952381
25505936,6680849,2018,137.71428571428572
25505936,6680849,2019,140.13095238095238
25505936,6680849,2020,133.98809523809524
25505936,6680849,2021,137.33333333333334
25505936,6680849,2022,134.91666666666666
25507426,6680138,2015,148.60119047619048
25507426,6680138,2016,154.74404761904762
25507426,6680138,2017,162.70238095238096
25507426,6680138,2018,166.23214285714286
25507426,6680138,2019,170.41666666666666
25507426,6680138,2020,158.29761904761904
25507426,6680138,2021,164.79166666666666
25507426,6680138,2022,155.41071428571428
25508066,6683191,2015,178.33333333333334
25508066,6683191,2016,175.92857142857142
25508066,6683191,2017,217.63095238095238
25508066,6683191,2018,221.13690476190476
25508066,6683191,2019,226.75595238095238
25508066,6683191,2020,186.95833333333334
25508066,6683191,2021,197.7797619047619
25508066,6683191,2022,194.30357142857142
25508096,6681414,2015,203.70238095238096
25508096,6681414,2016,213.5
25508096,6681414,2017,216.36904761904762
25508096,6681414,2018,216.36904761904762
25508096,6681414,2019,251.89285714285714
25508096,6681414,2020,250.57142857142858
25508096,6681414,2021,251.45238095238096
25508096,6681414,2022,244.6547619047619
25508601,6682559,2015,8.75
25508601,6682559,2016,8.178571428571429
25508601,6682559,2017,7.130952380952381
25508601,6682559,2018,8.178571428571429
25508601,6682559,2019,8.05952380952381
25508601,6682559,2020,7.892857142857143
25508601,6682559,2021,7.369047619047619
25508601,6682559,2022,7.5
25512755,6683217,2015,49.95238095238095
25512755,6683217,2016,49.38095238095238
25512755,6683217,2017,48.76190476190476
25512755,6683217,2018,49.666666666666664
25512755,6683217,2019,45.88095238095238
25512755,6683217,2020,47.285714285714285
25512755,6683217,2021,45.17857142857143
25512755,6683217,2022,44.26190476190476
25513920,6684752,2015,360.0952380952381
25513920,6684752,2016,374.6904761904762
25513920,6684752,2017,395.6547619047619
25513920,6684752,2018,415.6666666666667
25513920,6684752,2019,434.14285714285717
25513920,6684752,2020,354.2142857142857
25513920,6684752,2021,373.1547619047619
25513920,6684752,2022,377.7738095238095
